Provider Number,Hospital Name,State,ZIP Code,County Name,heart attack,heart failure,Pneumonia
450841,BROWNSVILLE SURGICAL HOSPITAL,TX,78526,CAMERON,Not Available,Not Available,10.7
450844,METHODIST WILLOWBROOK HOSPITAL,TX,77070,HARRIS,13.1,10.6,12.6
450845,EL PASO SPECIALTY HOSPITAL,TX,79902,EL PASO,Not Available,Not Available,Not Available
450847,MEMORIAL HERMANN KATY HOSPITAL,TX,77494,HARRIS,16.8,12.3,13.1
450848,MEMORIAL HERMANN SUGAR LAND HOSPITAL,TX,77479,FORT BEND,16.1,12.5,12.5
450851,BAYLOR HEART AND VASCULAR HOSPITAL,TX,75226,DALLAS,14.9,10.9,Not Available
450853,BAYLOR MEDICAL CENTER AT FRISCO,TX,75034,COLLIN,Not Available,Not Available,Not Available
450855,HARLINGEN MEDICAL CENTER,TX,78550,CAMERON,13.8,9.8,10.8
450856,SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,TX,78258,BEXAR,Not Available,Not Available,Not Available
450860,SUGAR LAND SURGICAL HOSPITAL LLP,TX,77478,FORT BEND,Not Available,Not Available,Not Available
450862,ST LUKE'S THE WOODLANDS HOSPITAL,TX,77384,MONTGOMERY,15.2,10.6,11.9
450864,TEXAS SPINE AND JOINT HOSPITAL,TX,75701,SMITH,Not Available,Not Available,Not Available
450865,SETON SOUTHWEST HOSPITAL,TX,78737,TRAVIS,Not Available,Not Available,10.4
450867,SETON  NORTHWEST HOSPITAL,TX,78759,TRAVIS,Not Available,10,9.4
450869,DOCTORS HOSPITAL AT RENAISSANCE,TX,78539,HIDALGO,16.2,10.7,10.2
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),TX,76504,BELL,15.6,10.5,11.9
450871,AUSTIN SURGICAL HOSPITAL,TX,78746,TRAVIS,Not Available,Not Available,Not Available
450872,USMD HOSPITAL AT ARLINGTON L P,TX,76017,TARRANT,Not Available,Not Available,Not Available
450874,IRVING COPPELL SURGICAL HOSPITAL LLP,TX,75063,DALLAS,Not Available,Not Available,Not Available
450875,QUAIL CREEK SURGICAL HOSPITAL,TX,79124,POTTER,Not Available,Not Available,Not Available
450876,LUBBOCK HEART HOSPITAL LP,TX,79416,LUBBOCK,14,10.7,11.1
450877,"EAST EL PASO PHYSICIANS MEDICAL CENTER, LLC",TX,79936,EL PASO,15.2,10.3,10.3
450880,BAYLOR SURGICAL HOSPITAL AT FORT WORTH,TX,76104,TARRANT,Not Available,Not Available,Not Available
450883,BAYLOR MEDICAL CENTER AT TROPHY CLUB,TX,76262,DENTON,Not Available,Not Available,Not Available
450884,EAST TEXAS MEDICAL CENTER - GILMER,TX,75644,UPSHUR,Not Available,9.9,11.2
450885,CENTENNIAL MEDICAL CENTER,TX,75035,COLLIN,17.1,9.5,13.5
450886,SOUTHWEST SURGICAL HOSPITAL,TX,76054,TARRANT,Not Available,Not Available,Not Available
450888,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,TX,76092,TARRANT,Not Available,Not Available,Not Available
450889,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,TX,75231,DALLAS,Not Available,Not Available,Not Available
450890,BAYLOR REGIONAL MEDICAL CENTER AT PLANO,TX,75093,COLLIN,15.7,10.9,11.3
450891,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN,TX,75093,COLLIN,Not Available,Not Available,Not Available
450893,NORTH TEXAS HOSPITAL,TX,76208,DENTON,Not Available,Not Available,Not Available
450894,PINE CREEK MEDICAL CENTER LLP,TX,75235,DALLAS,Not Available,Not Available,Not Available
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),TX,78229,BEXAR,15,11.1,11.6
451301,REAGAN MEMORIAL HOSPITAL,TX,76932,REAGAN,Not Available,Not Available,Not Available
451302,GOOD SHEPHARD MEDICAL CENTER-LINDEN,TX,75563,CASS,Not Available,12.8,16.9
451303,LIMESTONE MEDICAL CENTER,TX,76642,LIMESTONE,Not Available,11.3,17.1
451305,BURLESON ST JOSEPH HEALTH CENTER,TX,77836,BURLESON,Not Available,Not Available,12.9
451308,YOAKUM COUNTY HOSPITAL,TX,79323,YOAKUM,Not Available,11.5,10.5
451309,MCCAMEY HOSPITAL,TX,79752,UPTON,Not Available,Not Available,Not Available
451310,BALLINGER MEMORIAL HOSPITAL,TX,76821,RUNNELS,Not Available,12.1,17
451313,FISHER COUNTY HOSPITAL DISTRICT,TX,79546,FISHER,Not Available,Not Available,11.8
451315,NORTH RUNNELS HOSPITAL,TX,79567,RUNNELS,Not Available,Not Available,Not Available
451316,MADISON ST JOSEPH HEALTH CENTER,TX,77864,MADISON,Not Available,10.9,13.1
451319,MOTHER FRANCES HOSPITAL JACKSONVILLE,TX,75766,CHEROKEE,Not Available,11,14.1
451320,BAYSIDE COMMUNITY HOSPITAL,TX,77514,CHAMBERS,Not Available,Not Available,10.8
451321,HUNT REGIONAL COMMUNITY HOSPITAL,TX,75428,HUNT,Not Available,12.4,12.8
451322,GRIMES ST JOSEPH HEALTH CENTER,TX,77868,GRIMES,Not Available,12.7,14
451323,ROLLINS BROOK COMMUNITY HOSPITAL,TX,76550,LAMPASAS,Not Available,10,9.7
451330,MEDINA REGIONAL HOSPITAL,TX,78861,MEDINA,Not Available,11.6,12.3
451331,COON MEMORIAL HOSPITAL,TX,79022,DALLAM,Not Available,11.8,11.4
451334,PARKVIEW HOSPITAL,TX,79096,WHEELER,Not Available,Not Available,10.8
451337,W J MANGOLD MEMORIAL HOSPITAL,TX,79241,FLOYD,Not Available,11.8,10.5
451341,HASKELL MEMORIAL HOSPITAL,TX,79521,HASKELL,Not Available,Not Available,13.6
451342,MITCHELL COUNTY HOSPITAL DISTRICT,TX,79512,MITCHELL,Not Available,11.8,12.8
451343,ELECTRA MEMORIAL HOSPITAL,TX,76360,WICHITA,Not Available,11.4,10.1
451344,HANSFORD COUNTY HOSPITAL,TX,79081,HANSFORD,Not Available,Not Available,11.2
451346,YOAKUM COMMUNITY HOSPITAL,TX,77995,DE WITT,16,12.5,12.8
451347,COLEMAN COUNTY MEDICAL CENTER,TX,76834,COLEMAN,Not Available,11.4,16.8
451349,SWISHER MEMORIAL HOSPITAL,TX,79088,SWISHER,Not Available,11.2,11.5
451350,PLAINS MEMORIAL HOSPITAL,TX,79027,CASTRO,Not Available,11.4,11.9
451356,MEMORIAL MEDICAL CENTER,TX,77979,CALHOUN,Not Available,10.3,12.2
451364,OTTO KAISER MEMORIAL HOSPITAL,TX,78119,KARNES,Not Available,14.2,12.3
451365,SETON HIGHLAND LAKES,TX,78611,BURNET,Not Available,10.2,10.6
451367,EAST TEXAS MEDICAL CENTER PITTSBURG,TX,75686,CAMP,Not Available,11.9,14.5
451369,GOLDEN PLAINS COMMUNITY HOSPITAL,TX,79007,HUTCHINSON,Not Available,13.8,13.1
451370,RED RIVER REGIONAL HOSPITAL,TX,75418,FANNIN,Not Available,10.1,14.1
451371,SETON EDGAR B DAVIS HOSPITAL,TX,78648,CALDWELL,Not Available,11.6,10.7
451372,MULESHOE AREA MEDICAL CENTER,TX,79347,BAILEY,Not Available,11.9,11.3
451373,WARD MEMORIAL HOSPITAL,TX,79756,WARD,Not Available,11.5,11.4
451374,SCOTT & WHITE HOSPITAL-TAYLOR,TX,76574,WILLIAMSON,Not Available,12,13.4
451376,LAVACA MEDICAL CENTER,TX,77964,LAVACA,Not Available,11,13.1
451377,REEVES COUNTY HOSPITAL DISTRICT,TX,79772,REEVES,Not Available,10.8,11
451378,BIG BEND REGIONAL MEDICAL CENTER,TX,79830,BREWSTER,Not Available,10.3,13
451379,CORYELL MEMORIAL HEALTHCARE SYSTEM,TX,76528,CORYELL,Not Available,10.4,12.9
453300,COOK CHILDRENS MEDICAL CENTER,TX,76104,TARRANT,Not Available,Not Available,Not Available
453301,DRISCOLL CHILDRENS HOSPITAL,TX,78411,NUECES,Not Available,Not Available,Not Available
453310,DELL CHILDREN'S MEDICAL CENTER OF CENTRAL TEXAS,TX,78723,TRAVIS,Not Available,Not Available,Not Available
460001,UTAH VALLEY REGIONAL MEDICAL CENTER,UT,84604,UTAH,14.9,14.6,13.9
460003,SALT LAKE REGIONAL MEDICAL CENTER,UT,84102,SALT LAKE,15.2,12.3,12.2
460004,MCKAY DEE HOSPITAL CENTER,UT,84403,WEBER,15.8,11.9,13.3
460005,OGDEN REGIONAL MEDICAL CENTER,UT,84405,WEBER,14.4,13.7,13.5
460006,LDS HOSPITAL,UT,84143,SALT LAKE,Not Available,11.5,9.9
460007,VALLEY VIEW MEDICAL CENTER,UT,84720,IRON,15.5,12,14.7
460009,UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS,UT,84132,SALT LAKE,14.5,13.6,9.9
460010,INTERMOUNTAIN MEDICAL CENTER,UT,84157,SALT LAKE,13.5,11.8,12.9
460011,CASTLEVIEW HOSPITAL,UT,84501,CARBON,Not Available,16,15.7
460013,MOUNTAIN VIEW HOSPITAL,UT,84651,UTAH,15.5,12.8,11.3
460014,MOUNTAIN WEST MEDICAL CENTER,UT,84074,TOOELE,Not Available,12.3,12.6
460015,LOGAN REGIONAL HOSPITAL,UT,84341,CACHE,15.4,10.8,10.6
460017,BRIGHAM CITY COMMUNITY HOSPITAL,UT,84302,BOX ELDER,Not Available,Not Available,12.1
460019,UINTAH BASIN MEDICAL CENTER,UT,84066,DUCHESNE,Not Available,12,13.7
460021,DIXIE REGIONAL MEDICAL CENTER,UT,84790,WASHINGTON,13.2,13.7,11.7
460023,AMERICAN FORK HOSPITAL,UT,84003,UTAH,Not Available,11.4,11
460026,SEVIER VALLEY MEDICAL CENTER,UT,84701,SEVIER,Not Available,12.4,11
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,UT,84148,SALT LAKE,14.3,10.7,15
460030,ASHLEY VALLEY MEDICAL CENTER,UT,84078,UINTAH,Not Available,11.5,13.9
460033,GARFIELD MEMORIAL HOSPITAL,UT,84759,GARFIELD,Not Available,Not Available,11.9
460035,BEAVER VALLEY HOSPITAL,UT,84713,BEAVER,Not Available,Not Available,11.6
460039,BEAR RIVER VALLEY HOSPITAL,UT,84337,BOX ELDER,Not Available,Not Available,Not Available
460041,DAVIS HOSPITAL AND MEDICAL CENTER,UT,84041,DAVIS,14.7,13.4,12.7
460042,LAKEVIEW HOSPITAL,UT,84010,DAVIS,14.7,11.2,12.9
460043,OREM COMMUNITY HOSPITAL,UT,84057,UTAH,Not Available,Not Available,Not Available
460044,ALTA VIEW HOSPITAL,UT,84094,SALT LAKE,Not Available,12.1,11.1
460047,ST MARKS HOSPITAL,UT,84124,SALT LAKE,16.6,13.6,11
460049,THE ORTHOPEDIC SPECIALTY HOSPITAL,UT,84107,SALT LAKE,Not Available,Not Available,Not Available
460051,JORDAN VALLEY MEDICAL CENTER,UT,84088,SALT LAKE,15,14.5,12.8
460052,TIMPANOGOS REGIONAL HOSPITAL,UT,84057,UTAH,16.3,12.4,11.6
460054,CACHE VALLEY SPECIALITY HOSPITAL,UT,84341,CACHE,Not Available,Not Available,Not Available
460057,PARK CITY MEDICAL CENTER,UT,84060,SUMMIT,Not Available,Not Available,Not Available
460058,RIVERTON HOSPITAL,UT,84065,SALT LAKE,Not Available,Not Available,11.7
461300,DELTA COMMUNITY MEDICAL CENTER,UT,84624,MILLARD,Not Available,Not Available,Not Available
461301,FILLMORE COMMUNITY MEDICAL CENTER,UT,84631,MILLARD,Not Available,Not Available,Not Available
461303,SANPETE VALLEY HOSPITAL - CAH,UT,84647,SANPETE,Not Available,Not Available,12.8
461304,CENTRAL VALLEY MEDICAL CENTER - CAH,UT,84648,JUAB,Not Available,12.3,10.3
461306,GUNNISON VALLEY HOSPITAL,UT,84634,SANPETE,Not Available,Not Available,11.8
461307,HEBER VALLEY MEDICAL CENTER,UT,84032,WASATCH,Not Available,Not Available,13.1
461309,KANE COUNTY HOSPITAL,UT,84741,KANE,Not Available,Not Available,11.7
461310,BLUE MOUNTAIN HOSPITAL,UT,84511,SAN JUAN,Not Available,Not Available,Not Available
463301,PRIMARY CHILDRENS MEDICAL CENTER,UT,84113,SALT LAKE,Not Available,Not Available,Not Available
470001,CENTRAL VERMONT MEDICAL CENTER,VT,5641,WASHINGTON,15.4,13.7,11.4
470003,FLETCHER ALLEN HOSPITAL OF VERMONT,VT,5401,CHITTENDEN,14.8,16.2,13.1
470005,RUTLAND REGIONAL MEDICAL CENTER,VT,5701,RUTLAND,15.6,11.3,9.9
470011,BRATTLEBORO MEMORIAL HOSPITAL,VT,5301,WINDHAM,16.5,15.3,13.2
470012,SOUTHWESTERN VERMONT MEDICAL CENTER,VT,5201,BENNINGTON,16,13,11.3
47001F,WHITE RIVER JCT VA MEDICAL CENTER,VT,5009,WINDSOR,15.4,11.3,12.3
470024,NORTHWESTERN MEDICAL CENTER INC,VT,5478,FRANKLIN,16.6,14.5,12.4
471300,GRACE COTTAGE HOSPITAL,VT,5353,WINDHAM,Not Available,Not Available,13.2
471301,GIFFORD MEDICAL CENTER,VT,5060,ORANGE,18.2,11.8,10.1
471302,MT ASCUTNEY HOSPITAL,VT,5089,WINDSOR,Not Available,11,10.5
471303,NORTHEASTERN VERMONT REGIONAL HOSPITAL,VT,5819,CALEDONIA,19.5,13.8,11.7
471304,NORTH COUNTRY HOSPITAL AND HEALTH CENTER,VT,5855,ORLEANS,15.4,13.2,12.3
471305,COPLEY HOSPITAL,VT,5661,LAMOILLE,16.9,11.5,13
471306,SPRINGFIELD HOSPITAL,VT,5156,WINDSOR,14.9,10.9,12.3
471307,"PORTER HOSPITAL, INC",VT,5753,ADDISON,Not Available,11.5,15.1
480001,"ROY LESTER SCHNEIDER HOSPITAL,THE",VI,801,SAINT THOMAS,14.8,14.3,14.1
480002,GOV JUAN F LUIS HOSPITAL & MEDICAL CTR,VI,820,SAINT CROIX,17.1,13.9,13.9
490001,NORTON COMMUNITY HOSPITAL,VA,24273,NORTON CITY,16.9,9,8.6
490002,RUSSELL COUNTY MEDICAL CENTER,VA,24266,RUSSELL,15.3,11.6,13.2
490004,ROCKINGHAM MEMORIAL HOSPITAL,VA,22801,HARRISONBURG CITY,14.9,10.5,11.3
490005,WINCHESTER MEDICAL CENTER INC,VA,22601,WINCHESTER CITY,14,11.1,11.8
490007,SENTARA NORFOLK GENERAL HOSPITAL,VA,23507,NORFOLK CITY,17.7,9.3,11.2
490009,UNIVERSITY OF VIRGINIA MEDICAL CENTER,VA,22908,CHARLOTTESVILLE CITY,14.3,13,11.9
490011,BON SECOURS - DEPAUL MEDICAL CENTER,VA,23505,NORFOLK CITY,14.6,10.6,11.4
490012,LEE REGIONAL MEDICAL CENTER,VA,24277,LEE,15.1,10.2,11.1
490013,HALIFAX REGIONAL HOSPITAL,VA,24558,HALIFAX,14.6,10.5,14.2
490017,BON SECOURS MARYVIEW MEDICAL CENTER,VA,23707,PORTSMOUTH CITY,17.2,10.3,14.5
490018,AUGUSTA HEALTH,VA,22939,AUGUSTA,14.4,12.3,9.2
490019,CULPEPER REGIONAL HOSPITAL,VA,22701,CULPEPER,15.9,12.6,12.9
490020,JOHN RANDOLPH MEDICAL CENTER,VA,23860,HOPEWELL CITY,15.3,10.3,11.6
490021,"CENTRA  HEALTH, INC",VA,24501,LYNCHBURG CITY,13.9,11.6,11.7
490022,"MARY WASHINGTON HOSPITAL, INC",VA,22401,FREDERICKSBURG CITY,15.4,12.1,11.1
490023,"THE FAUQUIER HOSPITAL, INC",VA,20186,FAUQUIER,14.4,10.7,11.8
490024,CARILION ROANOKE MEMORIAL CENTER,VA,24014,ROANOKE CITY,14.1,13,13.1
490027,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,VA,24273,NORTON CITY,14.7,10.7,11.1
490032,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,VA,23298,RICHMOND CITY,17.6,12.9,11.5
490033,WARREN MEMORIAL HOSPITAL,VA,22630,WARREN,Not Available,12.8,11.9
490037,RIVERSIDE SHORE MEMORIAL HOSPITAL,VA,23413,NORTHAMPTON,15.8,12.5,12.9
490038,SMYTH COUNTY COMMUNITY HOSPITAL,VA,24354,SMYTH,16.5,13.3,12.5
490040,INOVA ALEXANDRIA HOSPITAL,VA,22304,ALEXANDRIA CITY,13.4,9.2,10.4
490041,MARY IMMACULATE HOSPITAL,VA,23602,NEWPORT NEWS CITY,17.9,11.6,12.9
490042,CARILION NEW RIVER VALLEY MEDICAL CENTER,VA,24073,MONTGOMERY,17.2,11.5,12.3
490043,INOVA LOUDOUN HOSPITAL,VA,20176,LOUDOUN,14,11.2,9.3
490044,SENTARA OBICI HOSPITAL,VA,23439,SUFFOLK CITY,17.7,13.3,14.3
490045,PRINCE WILLIAM HOSPITAL,VA,20110,MANASSAS CITY,16.2,10.9,13.1
490046,SENTARA LEIGH HOSPITAL,VA,23502,NORFOLK CITY,16.3,13.5,17.8
490048,LEWISGALE MEDICAL CENTER,VA,24153,SALEM,15.4,12.3,10.4
490050,VIRGINIA HOSPITAL CENTER - ARLINGTON,VA,22205,ARLINGTON,14.6,11.1,11.8
490052,RIVERSIDE REGIONAL MEDICAL CENTER,VA,23601,NEWPORT NEWS CITY,13.5,12,12.3
490053,JOHNSTON MEMORIAL HOSPITAL,VA,24211,WASHINGTON,14.3,11.3,12.8
490057,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,VA,23454,VIRGINIA BEACH CITY,15.8,12.7,10.9
490059,BON SECOURS - ST MARYS HOSPITAL OF RICHMOND,VA,23226,HENRICO,15,10.9,11.9
490060,CLINCH VALLEY MEDICAL CENTER,VA,24641,TAZEWELL,15.5,11.2,11
490063,INOVA FAIRFAX HOSPITAL,VA,22042,FAIRFAX,15.1,10.5,9.2
490066,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,VA,23188,JAMES CITY,13.8,12,11.7
490067,SOUTHSIDE REGIONAL MEDICAL CENTER,VA,23805,PETERSBURG CITY,14.8,9.3,11.2
490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,VA,23116,HANOVER,14.3,11.7,11.3
49006F,HAMPTON VA MEDICAL CENTER,VA,23667,HAMPTON CITY,Not Available,11,11.5
490075,DANVILLE REGIONAL MEDICAL CENTER,VA,24541,DANVILLE CITY,17.4,12.7,13.2
490077,MARTHA JEFFERSON HOSPITAL,VA,22911,ALBEMARLE,15.9,11.8,11.3
490079,MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY,VA,24115,HENRY,17.9,15.1,16
490084,RIVERSIDE TAPPAHANNOCK HOSPITAL,VA,22560,ESSEX,18.2,11.5,12.3
490088,BEDFORD MEMORIAL HOSPITAL,VA,24523,Bedford City,Not Available,13.8,16.7
490089,CARILION FRANKLIN MEMORIAL HOSPITAL,VA,24151,FRANKLIN,16.6,12.8,12.4
490090,"SOUTHSIDE COMMUNITY HOSPITAL, INC",VA,23901,PRINCE EDWARD,15.1,11.8,10
490092,SOUTHAMPTON MEMORIAL HOSPITAL,VA,23851,FRANKLIN CITY,15.3,11.3,13.2
490093,SENTARA CAREPLEX HOSPITAL,VA,23666,HAMPTON CITY,18.1,12.2,14.8
490094,BON SECOURS - RICHMOND COMMUNITY HOSPITAL,VA,23223,RICHMOND CITY,Not Available,10.6,Not Available
490097,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,VA,23847,Emporia City,15.6,12.1,17.1
490098,"COMMUNITY MEMORIAL HEALTHCENTER, INC",VA,23970,MECKLENBURG,15.3,13.9,12.4
490101,INOVA FAIR OAKS HOSPITAL,VA,22033,FAIRFAX,14,12.1,11.4
490105,SOUTHWESTERN VIRGINIA MENTAL HEALTH INSTITUTE,VA,24354,SMYTH,Not Available,Not Available,Not Available
490106,WESTERN STATE HOSPITAL,VA,24402,STAUNTON CITY,Not Available,Not Available,Not Available
490107,RESTON HOSPITAL CENTER,VA,20190,FAIRFAX,13.9,11,10
490109,EASTERN STATE HOSPITAL,VA,23188,JAMES CITY,Not Available,Not Available,Not Available
49010F,RICHMOND VA MEDICAL CENTER,VA,23249,RICHMOND CITY,16.3,12.2,13.2
490110,LEWISGALE HOSPITAL MONTGOMERY,VA,24060,MONTGOMERY,16.7,10.8,12
490111,WYTHE COUNTY COMMUNITY HOSPITAL,VA,24382,WYTHE,14.7,12.6,12
490112,CJW MEDICAL CENTER,VA,23235,CHESTERFIELD,15.9,11.7,14.7
490113,SENTARA POTOMAC HOSPITAL,VA,22191,PRINCE WILLIAM,13.3,8.4,11.1
490114,WELLMONT LONESOME PINE HOSPITAL,VA,24219,WISE,15.4,9.8,10.6
490115,TWIN COUNTY REGIONAL HOSPITAL,VA,24333,GALAX CITY,16.6,14.1,15.3
490116,LEWISGALE HOSPITAL PULASKI,VA,24301,PULASKI,14.9,11.7,12.3
490117,CARILION TAZEWELL COMMUNITY HOSPITAL,VA,24651,TAZEWELL,16,14.1,14.2
490118,HENRICO DOCTORS' HOSPITAL,VA,23229,HENRICO,14.7,11.2,11.4
490119,SENTARA PRINCESS ANNE HOSPITAL,VA,23456,VIRGINIA BEACH CITY,16.6,11.3,16.5
49011F,SALEM VA MEDICAL CENTER,VA,24153,SALEM,17.5,11.2,10.2
490120,CHESAPEAKE REGIONAL MEDICAL CENTER,VA,23320,CHESAPEAKE CITY,12.5,9.5,10.4
490122,INOVA MOUNT VERNON HOSPITAL,VA,22306,FAIRFAX,17.2,11.8,12.3
490123,RAPPAHANNOCK GENERAL HOSPITAL,VA,22482,LANCASTER,15.2,13.9,14.9
490126,LEWISGALE HOSPITAL ALLEGHANY,VA,24457,ALLEGHANY,14.1,9.4,11.6
490127,BUCHANAN GENERAL HOSPITAL,VA,24614,BUCHANAN,14.9,9.7,14.6
490130,RIVERSIDE WALTER REED HOSPITAL,VA,23061,GLOUCESTER,17.1,13.1,14.7
490134,PIEDMONT GERIATRIC HOSPITAL,VA,23922,NOTTOWAY,Not Available,Not Available,Not Available
490136,BON SECOURS - ST FRANCIS MEDICAL CENTER,VA,23114,CHESTERFIELD,17.7,12.5,11
490140,"STAFFORD HOSPITAL, LLC",VA,22554,STAFFORD,13.7,12.1,9.1
490141,SPOTSYLVANIA REGIONAL MEDICAL CENTER,VA,22408,SPOTSYLVANIA,Not Available,11.7,12
491300,BATH COUNTY COMMUNITY HOSPITAL,VA,24445,BATH,Not Available,11.1,12.3
491302,CARILION GILES COMMUNITY HOSPITAL,VA,24134,GILES,14.6,10.1,11.8
491303,DICKENSON COMMUNITY HOSPITAL,VA,24228,DICKENSON,Not Available,Not Available,Not Available
491304,CARILION STONEWALL JACKSON HOSPITAL,VA,24450,LEXINGTON CITY,16.4,13.5,12.8
491305,SHENANDOAH MEMORIAL HOSPITAL,VA,22664,SHENANDOAH,Not Available,12.1,11.9
491306,"PIONEER HEALTH SERVICES OF PATRICK COUNTY,INC",VA,24171,PATRICK,Not Available,Not Available,16
491307,"PAGE MEMORIAL HOSPITAL, INC",VA,22835,PAGE,Not Available,13,12
500001,NORTHWEST HOSPITAL,WA,98133,KING,15.4,14.6,12.3
500002,PROVIDENCE ST MARY MEDICAL CENTER,WA,99362,WALLA WALLA,16.1,12.1,11.7
500003,SKAGIT VALLEY HOSPITAL,WA,98274,SKAGIT,14.6,13.8,14.8
500005,VIRGINIA MASON MEDICAL CENTER,WA,98111,KING,13.4,10.7,9.4
500007,ISLAND HOSPITAL,WA,98221,SKAGIT,15.6,12,13.9
500008,UNIVERSITY OF WASHINGTON MEDICAL CTR,WA,98195,KING,14.4,9.5,11.6
500011,HIGHLINE MEDICAL CENTER,WA,98166,KING,17.2,12.5,13.2
500012,YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER,WA,98902,YAKIMA,16.9,13.6,13.3
500014,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,WA,98201,SNOHOMISH,15.9,13.3,13.1
500015,AUBURN REGIONAL MEDICAL CENTER,WA,98001,KING,17.4,12.8,13.3
500016,CENTRAL WASHINGTON HOSPITAL,WA,98807,CHELAN,14,14.6,13.1
500019,PROVIDENCE CENTRALIA HOSPITAL,WA,98531,LEWIS,18.6,11.7,12.9
500021,SAINT CLARE HOSPITAL,WA,98499,PIERCE,17.6,14.4,12.7
500024,PROVIDENCE ST PETER HOSPITAL,WA,98506,THURSTON,15.6,11.2,11.7
500025,SWEDISH MEDICAL CENTER/CHERRY HILL,WA,98122,KING,13.3,9.6,11.3
500026,SWEDISH EDMONDS HOSPITAL,WA,98026,SNOHOMISH,17.8,14.1,11.1
500027,SWEDISH MEDICAL CENTER,WA,98122,KING,16,14.2,12.7
500030,PEACEHEALTH ST JOSEPH MEDICAL CENTER,WA,98225,WHATCOM,13.4,12.6,10.1
500031,GRAYS HARBOR COMMUNITY HOSPITAL,WA,98520,GRAYS HARBOR,18.6,10.9,10
500033,SAMARITAN HOSPITAL,WA,98837,GRANT,Not Available,12.9,15.4
500036,YAKIMA VALLEY MEMORIAL HOSPITAL,WA,98902,YAKIMA,13.9,13.4,14.7
500037,TOPPENISH COMMUNITY HOSPITAL,WA,98948,YAKIMA,Not Available,10.3,12.9
500039,HARRISON MEDICAL CENTER,WA,98310,KITSAP,17.4,14.1,12.9
500041,PEACHEALTH ST JOHN MEDICAL CENTER,WA,98632,COWLITZ,13.6,13.8,14
500044,DEACONESS HOSPITAL,WA,99210,SPOKANE,13.8,12.9,11.6
500049,WALLA WALLA GENERAL HOSPITAL,WA,99362,WALLA WALLA,Not Available,11.6,11.6
500050,PEACEHEALTH SOUTHWEST MEDICAL CENTER,WA,98668,CLARK,16.6,11.8,11.8
500051,OVERLAKE HOSPITAL MEDICAL CENTER,WA,98004,KING,15.2,13,11.7
500052,GROUP HEALTH CENTRAL HOSPITAL,WA,98112,KING,Not Available,Not Available,Not Available
500053,KENNEWICK GENERAL HOSPITAL,WA,99336,BENTON,17.9,14.5,13.2
500054,PROVIDENCE SACRED HEART MEDICAL CENTER,WA,99204,SPOKANE,13.1,13.8,14.2
500058,KADLEC REGIONAL MEDICAL CENTER,WA,99352,BENTON,19.1,14.5,11.4
500060,CASCADE VALLEY HOSPITAL,WA,98223,SNOHOMISH,Not Available,11.3,15
500064,HARBORVIEW MEDICAL CENTER,WA,98104,KING,17.8,8.9,13
500072,OLYMPIC MEDICAL CENTER,WA,98362,CLALLAM,16.1,14.6,15.9
500077,PROVIDENCE HOLY FAMILY HOSPITAL,WA,99208,SPOKANE,14.1,10,10
500079,MULTICARE GOOD SAMARITAN HOSPITAL,WA,98372,PIERCE,18.5,13,14.2
500084,VALLEY GENERAL HOSPITAL,WA,98272,SNOHOMISH,Not Available,13.2,12.6
500088,VALLEY MEDICAL CENTER,WA,98055,KING,17.9,11.1,12.2
500108,ST JOSEPH MEDICAL CENTER,WA,98405,PIERCE,17.8,11.6,15
500119,VALLEY HOSPITAL,WA,99216,SPOKANE,17.6,14.9,13.1
50011F,SPOKANE VA MEDICAL CENTER,WA,99205,SPOKANE,Not Available,10.1,10
500124,EVERGREEN HOSPITAL MEDICAL CENTER,WA,98034,KING,14.3,12.1,8.7
500129,TACOMA GENERAL ALLENMORE HOSPITAL,WA,98415,PIERCE,18.7,14.1,11.4
500139,CAPITAL MEDICAL CENTER,WA,98502,THURSTON,15.9,12.8,12
50013F,WALLA WALLA VA MEDICAL CENTER,WA,99362,WALLA WALLA,Not Available,Not Available,Not Available
500141,ST FRANCIS COMMUNITY HOSPITAL,WA,98003,KING,17.1,13.4,15.8
500148,WENATCHEE VALLEY HOSPITAL,WA,98801,CHELAN,Not Available,Not Available,11.7
500150,LEGACY SALMON CREEK MEDICAL CENTER,WA,98686,CLARK,16.9,12.9,10.6
